Store ID,Product ID,Total_Days,Total_Demand,Total_Sales,Total_Revenue,Total_COGS,Total_Purchase_Spend,Total_Holding_Cost,Total_Order_Fixed_Cost,Total_Stockout_Penalty,Total_Net_Profit,Avg_Inventory,Gross_Profit,Gross_Margin_%,ROI_%,Service_Level_%
S001,P0001,92,8922,7590.723053892216,504517.41,353162.1854438623,348848.199,131.27348622446885,6240.0,79634.99000074851,69662.95,44.776588128091646,151355.22233308386,30.0,19.61,85.08
S001,P0002,92,10796,10231.944610778442,684465.93,479126.1543166168,476553.29050000006,251.74952542192972,3680.0,33959.23673577845,170021.66,85.31826021869306,205339.7804214072,30.0,35.39,94.78
S001,P0003,92,12188,11407.229041916167,628024.99,439617.4964318862,439608.6695,164.02176538019833,3680.0,38686.81058757485,145885.49,67.5416558187972,188407.49847080838,30.0,32.9,93.59
S001,P0004,92,8847,8015.895209580838,802270.87,561589.6104356287,554450.883,213.8281626168891,6240.0,74863.01065419163,166503.15,48.43540093725592,240681.26161526958,30.0,29.68,90.61
S001,P0005,92,10610,9452.031437125748,556535.61,389574.92771257483,385864.19200000004,182.1152761217287,2900.0,61363.07008383233,106226.23,70.12059034105701,166960.68330538925,30.0,27.31,89.09
S001,P0006,92,7942,7058.27245508982,266626.24,186638.3693937126,186604.7225,120.63270869391346,3300.0,30044.52720808384,46556.36,72.39817104920594,79987.8725973054,30.0,24.5,88.87
S001,P0007,92,10376,9414.380239520959,229522.59,160665.81316766466,159276.97799999997,103.99624372487891,3050.0,21099.86078443115,45991.76,96.70544780005206,68856.77707185631,30.0,28.31,90.73
S001,P0008,92,8797,7908.134730538922,329927.38,230949.16667065865,230740.80399999997,123.70502740546245,4880.0,33375.113137724555,60807.76,67.22178469148659,98978.21428742519,30.0,25.79,89.9
S001,P0009,92,12862,10010.72754491018,894358.4,626050.8792035928,623503.86,195.85766877204463,2720.0,229259.41302395216,38679.27,49.70059880239521,268307.51965868275,30.0,6.17,77.83
S001,P0010,92,7161,6257.035928143712,740645.34,518451.73997005983,516045.852,179.34273557542417,3900.0,96302.00446706591,124218.14,34.34860713355897,222193.6028443114,30.0,23.88,87.38
S001,P0011,92,6902,6087.444610778443,918230.15,642761.1015628742,644614.74,375.18308788860594,2850.0,110580.7814191617,159809.44,56.388912392606095,275469.0435269462,30.0,24.67,88.2
S001,P0012,92,10673,9729.56736526946,797338.05,558136.6319086825,557874.6249999999,398.2810164978257,4300.0,69582.87397455092,165182.27,110.18123535537619,239201.4136751498,30.0,29.36,91.16
S001,P0013,92,7957,7207.980538922156,220708.36,154495.8548712575,152931.59,119.75089297432515,2800.0,20641.478308383234,44215.54,88.66262041135121,66212.50923053891,30.0,28.37,90.59
S001,P0014,92,10107,9529.31886227545,688540.93,481978.6540755987,479635.9154999999,289.56668366520313,4600.0,37566.31554565869,166449.14,90.85475787555323,206562.28031811386,30.0,34.35,94.28
S001,P0015,92,8353,7093.943113772455,105664.28,73964.99787574851,73246.1625,37.81147859896601,3350.0,16878.287088323355,12152.02,57.55063785472533,31699.28480389221,30.0,15.86,84.93
S001,P0016,92,10637,10176.24251497006,390360.66,273252.46401197603,273165.39599999995,214.58081647936993,4600.0,15907.191413173658,96473.49,126.81752798750324,117108.19886227546,30.0,34.71,95.67
S001,P0017,92,8485,7366.284431137725,155023.46,108516.41909730539,107318.9775,52.94962826367768,4050.0,21189.032232035934,22412.5,57.0401913564176,46507.036755988025,30.0,20.11,86.82
S001,P0018,92,10414,10106.314371257486,604307.07,423014.9474805389,420867.1075,299.0110628937325,4600.0,16558.255953592816,161982.69,113.36771023171049,181292.12034880236,30.0,38.04,97.05
S001,P0019,92,6927,5727.691616766467,598686.97,419080.8763697605,414493.8875,201.38017482158946,3950.0,112821.93788173654,67219.76,43.67807862535798,179606.08987275453,30.0,16.06,82.69
S001,P0020,92,6385,6226.646706586826,690036.99,483025.89161676634,479329.74599999987,360.7031919530797,4600.0,15793.840778443124,189952.7,73.79022390002604,207011.09640718566,30.0,39.22,97.52
S002,P0001,92,10659,9848.850299401198,794654.49,556258.1404850299,554911.0874999999,353.9137229246977,2850.0,58830.23573353296,177709.25,99.44239781306952,238396.34592215577,30.0,31.84,92.4
S002,P0002,92,8475,7034.565868263473,218563.96,152994.77306886227,153330.44999999998,115.99512753875769,3950.0,40278.859625748504,20888.66,84.63801744337412,65569.18845808384,30.0,13.27,83.0
S002,P0003,92,9484,8949.62125748503,713508.55,499455.98832709575,499365.5099999999,349.8515342081244,3000.0,38343.01072230539,172450.18,99.48468823223119,214052.56642589823,30.0,34.3,94.37
S002,P0004,92,10688,9892.149700598802,407902.79,285531.9550329341,286104.92399999994,153.27639054630424,3450.0,29535.198386227552,88659.39,84.27063264774799,122370.8378712575,30.0,30.6,92.55
S002,P0005,92,9096,8235.815868263473,710462.66,497323.8591130239,490088.71799999994,261.97708771583535,7360.0,66783.40571182637,145968.56,68.84868849258005,213138.79676272458,30.0,29.33,90.54
S002,P0006,92,10805,9180.465568862275,584887.46,409421.2229745509,404093.417,168.79448695143958,2600.0,93149.17974700598,84876.07,60.06446888831034,175466.23841766466,30.0,20.86,84.96
